custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
0712-WQXYVV-HUP,4.0,1.0,0.0,61.0,5.0,April,14.0,2.0,6.0,0.0,18.0,5.0,1.0,12.0,2.4849066497880004,1.0,21.5,0.56502,-0.5708941502321102,2.01498,0.700609269791075,0.0,5.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,3.0,3.0,1.0,0.0,5.800000000000001,1.0,1.0,0.0,4.0,3.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,24.0,5.0,3.0,3.0,1.0,0.0,22.0,5.0,10.0,245.03,4.0,63.63,0.0,2.0,61.0,0.0,8.35,2.122261538862764,476.95,6.167411663591217,0.0,0.0,,0.0,,1.0,29.1,3.370738174177447,1790.8,7.49041772636681,1.0,11.5,2.4423470353692043,675.0,6.51471269087253,0.0,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6441-FJUWZQ-7G8,3.0,4.0,0.0,37.0,4.0,August,11.0,1.0,1.0,1.0,2.0,2.0,0.0,29.0,3.367295829986474,2.0,15.7,3.319137,1.1997048093791662,1.233863,0.21014989825020883,1.0,3.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,5.0,3.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,12.0,4.0,4.0,2.0,2.0,0.0,11.0,4.0,17.0,556.61,7.0,187.47,1.0,1.0,39.0,0.0,13.1,2.5726122302071057,504.45,6.223468726854389,1.0,28.5,3.349904087274605,1028.1,6.935467717548673,1.0,43.5,3.7727609380946383,1663.95,7.416949572852778,1.0,10.5,2.3513752571634776,380.0,5.940171252720432,1.0,31.5,3.449987545831587,1199.2,7.089409946788388,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7634-AVNEXZ-7AG,1.0,3.0,0.0,39.0,4.0,October,12.0,2.0,1.0,0.0,5.0,2.0,0.0,130.0,4.867534450455582,5.0,11.3,4.68611,1.5446028139884935,10.003890000000002,2.3029740173531614,0.0,5.0,1.0,14.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,12.0,3.0,2.0,1.0,0.0,49.2,3.0,1.0,0.0,1.0,1.0,32.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,12.0,453.74,5.0,245.14000000000001,0.0,1.0,6.0,0.0,1.5,0.4054651081081644,11.15,2.411439497906128,1.0,13.25,2.583997552432231,93.0,4.532599493153256,0.0,0.0,,0.0,,1.0,24.5,3.1986731175506815,140.0,4.941642422609304,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2041-PNMGHX-TXJ,4.0,3.0,1.0,73.0,6.0,November,14.0,2.0,3.0,0.0,28.0,5.0,1.0,69.0,4.23410650459726,3.0,14.799999999999999,1.1641679999999999,0.1520066687915957,9.047832,2.2025251710021814,0.0,3.0,1.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,5.0,1.0,1.0,1.0,22.8,2.0,1.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,32.0,5.0,3.0,2.0,4.0,1.0,24.0,5.0,6.0,212.67000000000002,2.0,80.44,0.0,3.0,62.0,0.0,25.45,3.2367157429965316,1565.6,7.356024416081866,1.0,17.75,2.8763855159214247,1031.4,6.9386723816168585,1.0,47.15,3.8533340090794663,2874.15,7.963512257343818,1.0,10.0,2.302585092994046,595.0,6.38856140554563,1.0,53.2,3.9740583963475986,3245.6,8.085055511892238,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
4626-BQZAUJ-V9K,5.0,4.0,1.0,26.0,3.0,June,16.0,3.0,2.0,0.0,0.0,1.0,0.0,24.0,3.1780538303479458,1.0,11.700000000000001,1.297296,0.2602820982631665,1.5107040000000003,0.4125757673432122,1.0,2.0,1.0,17.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,4.0,0.0,0.0,9.8,1.0,0.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,3.0,0.0,4.0,2.0,14.0,447.67,5.0,101.0,1.0,3.0,26.0,1.0,5.8,1.7578579175523736,149.4,5.006627272698717,0.0,0.0,,0.0,,1.0,27.05,3.2976870052924907,728.55,6.591056257459863,1.0,5.5,1.7047480922384253,145.0,4.976733742420574,0.0,0.0,,0.0,,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2969-ODPCDX-5DC,2.0,1.0,1.0,24.0,2.0,April,17.0,4.0,6.0,0.0,1.0,1.0,0.0,29.0,3.367295829986474,2.0,14.000000000000002,1.3925800000000002,0.33115814179744424,2.6674200000000003,0.9811117131161149,1.0,1.0,0.0,-1.0,-1.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,4.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,5.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,6.0,0.0,1.0,1.0,4.0,1.0,4.0,0.0,5.0,2.0,3.0,3.0,1.0,0.0,5.0,2.0,11.0,279.95,1.0,24.55,1.0,1.0,11.0,1.0,3.95,1.3737155789130306,42.4,3.7471483622379123,0.0,0.0,,0.0,,1.0,19.65,2.9780773383152703,172.75,5.151845462647779,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4974-FUBHDF-Z7L,3.0,1.0,1.0,77.0,6.0,May,15.0,3.0,1.0,0.0,26.0,5.0,1.0,11.0,2.3978952727983707,1.0,10.2,0.255816,-1.3632968429271917,0.8661839999999998,-0.1436579218568565,0.0,5.0,0.0,-1.0,-1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,57.0,5.0,2.0,1.0,0.0,3.1,1.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,39.0,5.0,4.0,4.0,1.0,0.0,30.0,5.0,10.0,194.95000000000002,5.0,107.06,1.0,2.0,72.0,0.0,89.45,4.493679809954728,6495.7,8.77889569850907,1.0,75.5,4.324132656254979,5310.55,8.577450687026564,0.0,0.0,,0.0,,1.0,40.75,3.7074558396868715,2865.0,7.9603236291488395,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2525-OSULNV-0KS,5.0,3.0,0.0,36.0,4.0,March,19.0,4.0,1.0,1.0,3.0,2.0,0.0,30.0,3.4011973816621555,2.0,15.5,0.41385,-0.8822516896507323,4.23615,1.4436548378770864,0.0,4.0,0.0,-1.0,-1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,16.0,4.0,3.0,1.0,0.0,13.100000000000001,1.0,0.0,1.0,1.0,1.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,10.0,3.0,2.0,1.0,4.0,0.0,11.0,4.0,11.0,300.97,6.0,178.9,0.0,3.0,37.0,0.0,6.7,1.9021075263969205,233.85,5.454679884171895,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4973-FHPBZQ-AAA,3.0,5.0,0.0,55.0,5.0,December,14.0,2.0,3.0,0.0,23.0,5.0,0.0,80.0,4.382026634673881,4.0,6.5,0.031200000000000002,-3.4673371841667002,5.1688,1.6426405532618187,0.0,5.0,0.0,-1.0,-1.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,27.0,5.0,4.0,1.0,0.0,35.0,2.0,0.0,1.0,1.0,1.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,21.0,5.0,4.0,3.0,2.0,0.0,17.0,5.0,11.0,394.02,3.0,71.41,0.0,1.0,47.0,0.0,12.25,2.505525936990736,524.4,6.262254751889545,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,22.25,3.1023420086122493,1000.0,6.907755278982137,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4726-RQKGNB-WAK,2.0,2.0,1.0,60.0,5.0,March,18.0,4.0,1.0,0.0,13.0,4.0,0.0,51.0,3.9318256327243257,3.0,7.8,1.2093120000000002,0.19005160285586523,2.768688,1.018373561784063,0.0,5.0,1.0,13.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,5.0,2.0,1.0,0.0,25.200000000000003,2.0,0.0,1.0,1.0,1.0,26.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,38.0,5.0,2.0,4.0,3.0,1.0,29.0,5.0,9.0,112.47,2.0,44.52,1.0,3.0,71.0,0.0,36.35,3.5931942039795284,2586.85,7.858196198286209,1.0,51.25,3.9367156180185177,3624.85,8.195568187122284,1.0,55.15,4.0100567456995115,4064.25,8.309984503114332,1.0,28.5,3.349904087274605,2090.0,7.644919344958857,1.0,55.8,4.021773869387265,3819.5,8.247874802981414,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
6592-QBSENI-6Y4,1.0,1.0,1.0,59.0,5.0,February,8.0,1.0,2.0,1.0,4.0,2.0,0.0,30.0,3.4011973816621555,2.0,2.8000000000000003,0.26292000000000004,-1.3359054755867614,0.5770799999999999,-0.5497743739045656,0.0,5.0,1.0,10.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,11.0,342.17,4.0,101.97,0.0,1.0,3.0,0.0,5.5,1.7047480922384253,19.35,2.962692419475791,1.0,19.75,2.9831534913471307,52.6,3.9627161197436642,0.0,0.0,,0.0,,1.0,30.0,3.4011973816621555,45.0,3.8066624897703196,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5538-DRGHIE-PF0,1.0,1.0,0.0,28.0,3.0,October,11.0,1.0,2.0,1.0,1.0,1.0,0.0,17.0,2.833213344056216,1.0,8.200000000000001,0.15055200000000002,-1.893446739519585,1.243448,0.21788816593620455,1.0,2.0,1.0,14.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,1.0,0.0,8.200000000000001,1.0,0.0,0.0,1.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,7.0,3.0,5.0,4.0,1.0,0.0,6.0,3.0,10.0,381.14,2.0,73.22,1.0,3.0,16.0,0.0,7.85,2.060513531794317,116.3,4.7561730595246186,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3550-PQUPPM-42T,3.0,3.0,0.0,53.0,5.0,August,20.0,5.0,2.0,0.0,11.0,4.0,0.0,141.0,4.948759890378168,5.0,9.9,9.589833,2.2607034747708337,4.369167000000001,1.4745723730886375,0.0,5.0,1.0,17.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,5.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,13.0,4.0,1.0,4.0,3.0,0.0,8.0,3.0,11.0,445.90000000000003,3.0,198.77,0.0,3.0,36.0,1.0,3.4,1.2237754316221157,122.0,4.804021044733257,1.0,29.0,3.367295829986474,1042.4,6.9492810258106354,1.0,49.25,3.8969093676180977,1693.6,7.434611719820655,1.0,22.25,3.1023420086122493,790.0,6.672032945461067,1.0,61.25,4.114963849424837,2209.2,7.700385738027032,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9809-NBCXAS-1RB,4.0,5.0,0.0,36.0,4.0,August,12.0,2.0,2.0,0.0,5.0,2.0,0.0,45.0,3.8066624897703196,2.0,8.3,0.8889300000000001,-0.1177367867258816,2.84607,1.04593909528929,1.0,4.0,0.0,-1.0,-1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,3.0,1.0,0.0,21.200000000000003,2.0,1.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,13.0,4.0,1.0,1.0,2.0,0.0,11.0,4.0,13.0,461.15000000000003,9.0,305.7,0.0,3.0,38.0,0.0,6.75,1.9095425048844386,244.7,5.5000329704486255,0.0,0.0,,0.0,,1.0,27.4,3.3105430133940246,1123.6,7.024293095230089,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8733-EDAXNE-8DV,3.0,1.0,0.0,47.0,4.0,February,20.0,5.0,5.0,0.0,17.0,5.0,0.0,137.0,4.919980925828125,5.0,13.700000000000001,3.3033440000000005,1.1949352887301277,15.465656000000001,2.7386218236014477,0.0,4.0,1.0,19.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,4.0,1.0,1.0,1.0,78.10000000000001,3.0,0.0,0.0,8.0,4.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,29.0,5.0,4.0,2.0,3.0,0.0,27.0,5.0,8.0,416.12,8.0,558.23,0.0,3.0,69.0,0.0,22.05,3.093312601892855,1473.3,7.295260061713309,0.0,0.0,,0.0,,1.0,44.85,3.803323588504805,2973.0,7.997326822998097,1.0,28.25,3.34109345759245,1885.0,7.541683099882111,1.0,36.45,3.5959414584546674,2475.25,7.814096680002624,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
8170-YHWTSQ-825,5.0,2.0,0.0,75.0,6.0,April,11.0,1.0,2.0,0.0,2.0,2.0,1.0,10.0,2.302585092994046,1.0,2.4,0.03888,-3.247275299389899,0.20112,-1.6038535341401998,0.0,2.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,5.0,1.0,1.0,0.0,4.9,1.0,1.0,0.0,5.0,3.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,23.0,5.0,2.0,2.0,2.0,0.0,15.0,4.0,17.0,197.27,4.0,65.47,0.0,2.0,46.0,0.0,19.8,2.9856819377004897,884.75,6.785305119225573,1.0,24.75,3.2088254890146994,1058.0,6.964135612418245,0.0,0.0,,0.0,,1.0,14.0,2.6390573296152584,640.0,6.461468176353717,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1144-GVCZDP-8DV,2.0,3.0,1.0,49.0,4.0,February,22.0,5.0,1.0,1.0,3.0,2.0,0.0,73.0,4.290459441148391,3.0,9.2,1.4372239999999998,0.3627134752550087,5.278776000000001,1.663694252662364,0.0,3.0,1.0,20.0,5.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,20.0,4.0,1.0,1.0,1.0,33.9,2.0,1.0,0.0,5.0,3.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,4.0,4.0,3.0,1.0,13.0,4.0,2.0,3.0,3.0,0.0,13.0,4.0,4.0,78.22,1.0,21.39,1.0,1.0,31.0,1.0,7.0,1.9459101490553132,238.0,5.472270673671475,1.0,19.5,2.970414465569701,598.55,6.394510063697378,1.0,57.25,4.047427642434349,1740.25,7.4617840600487755,0.0,0.0,,0.0,,1.0,62.3,4.131961425793407,1879.25,7.538628040057579,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8846-JJEGFU-I69,1.0,1.0,1.0,59.0,5.0,May,13.0,2.0,1.0,0.0,15.0,4.0,0.0,63.0,4.143134726391533,3.0,6.0,0.5934599999999999,-0.5217854640023328,3.18654,1.1589356886512148,0.0,3.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,4.0,1.0,1.0,0.0,36.2,2.0,1.0,0.0,1.0,1.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,13.0,4.0,3.0,3.0,4.0,0.0,15.0,4.0,9.0,283.59000000000003,3.0,155.47,0.0,1.0,41.0,0.0,13.0,2.5649493574615367,479.0,6.171700597410915,1.0,19.25,2.9575110607337933,775.6,6.653636923368497,0.0,0.0,,0.0,,1.0,9.0,2.1972245773362196,330.0,5.799092654460526,1.0,19.35,2.962692419475791,764.35,6.639025799447043,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4226-TEHKPJ-GKG,1.0,2.0,1.0,55.0,5.0,September,12.0,2.0,3.0,0.0,10.0,3.0,0.0,50.0,3.912023005428146,3.0,5.1,1.0863,0.08277742645756819,1.4636999999999998,0.38096747650776397,0.0,2.0,1.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,5.0,2.0,1.0,0.0,31.8,2.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,22.0,5.0,3.0,1.0,4.0,0.0,15.0,4.0,11.0,501.11,2.0,63.31,0.0,2.0,49.0,0.0,9.3,2.2300144001592104,465.5,6.143112096717122,1.0,53.5,3.979681653901961,2663.3,7.887321234369334,0.0,0.0,,0.0,,1.0,42.0,3.7376696182833684,2060.0,7.630461261783627,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,29.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9714-LCYJJB-SCS,5.0,2.0,0.0,25.0,3.0,April,14.0,2.0,1.0,0.0,1.0,1.0,0.0,50.0,3.912023005428146,3.0,10.5,1.218,0.19721016928770527,4.032,1.3942625307690675,1.0,2.0,0.0,-1.0,-1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,8.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,7.0,3.0,2.0,1.0,1.0,0.0,7.0,3.0,11.0,391.97,4.0,166.43,1.0,1.0,46.0,0.0,14.45,2.670694414558441,659.35,6.491254501253708,0.0,0.0,,0.0,,1.0,29.75,3.392829131991639,1319.5,7.185008155943379,1.0,26.5,3.2771447329921766,1150.0,7.047517221357296,0.0,0.0,,0.0,,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2866-TTOTKL-TA7,5.0,4.0,0.0,78.0,6.0,September,11.0,1.0,3.0,0.0,30.0,5.0,1.0,28.0,3.332204510175204,2.0,9.8,1.6354240000000002,0.49190209794685164,1.108576,0.10307630884265181,0.0,5.0,1.0,15.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,36.0,5.0,2.0,1.0,0.0,15.8,1.0,1.0,0.0,4.0,3.0,34.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,14.0,4.0,5.0,1.0,1.0,1.0,12.0,4.0,5.0,163.72,7.0,227.41,0.0,2.0,31.0,0.0,5.0,1.6094379124341003,133.35,4.892977250628023,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,10.75,2.3749057545736716,295.0,5.68697535633982,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7217-UECHSF-PCR,1.0,1.0,1.0,48.0,4.0,November,11.0,1.0,2.0,0.0,2.0,2.0,0.0,23.0,3.1354942159291497,1.0,18.7,2.0515770000000004,0.7186087657078036,2.2494229999999997,0.810673738884385,1.0,2.0,0.0,-1.0,-1.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,3.0,22.0,4.0,2.0,1.0,0.0,9.3,1.0,0.0,0.0,1.0,1.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,11.0,4.0,3.0,2.0,1.0,0.0,10.0,3.0,11.0,268.09000000000003,5.0,83.11,1.0,3.0,23.0,0.0,6.5,1.8718021769015913,169.8,5.134621273877247,1.0,34.75,3.548179572010801,763.75,6.638240510485805,0.0,0.0,,0.0,,1.0,15.75,2.7568403652716422,345.0,5.84354441703136,1.0,19.7,2.9806186357439426,387.9,5.9607475744459215,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,28.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0197-AMEAYR-851,5.0,1.0,0.0,47.0,4.0,August,19.0,4.0,2.0,0.0,1.0,1.0,0.0,75.0,4.31748811353631,4.0,2.1999999999999997,0.1023,-2.279845606024556,1.5476999999999999,0.43676995793657675,0.0,4.0,1.0,21.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,24.0,4.0,1.0,1.0,1.0,46.1,3.0,1.0,0.0,3.0,2.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,15.0,4.0,4.0,4.0,4.0,0.0,12.0,4.0,14.0,333.68,5.0,136.67000000000002,0.0,3.0,21.0,1.0,6.15,1.8164520818184267,141.25,4.9505313700265505,0.0,0.0,,0.0,,1.0,26.35,3.2714682749873716,516.3,6.2466879918856035,1.0,13.75,2.6210388241125804,290.0,5.66988092298052,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
